2,3,2.0,0.2
3,6,-1.9,0.1
6,5,0.6,0.2
5,2,-0.67,0.02
2,6,0,0.2
3,5,-0.90,0.06
3,4,1.0,0.2
6,7,0.4,0.2
3,7,-1.4,0.2
4,7,-2.2,0.2
4,6,-2.6,0.1
